,end,name,source,start,strand,keep,tier,duplicates
490,967731,candidate_127,Miotto13,967700,1,1,2,0
491,967852,candidate_1685,Miotto13,967819,0,1,2,0
492,967853,candidate_618,Miotto13,967821,1,1,2,0
493,967887,candidate_1778,Miotto13,967853,0,1,2,0
494,967889,candidate_717,Miotto13,967854,1,1,2,0
495,976090,candidate_1084,Miotto13,976049,0,1,2,0
496,981285,candidate_128,Miotto13,981220,1,1,2,0
497,981314,candidate_1779,Miotto13,981268,0,1,2,0
498,981316,candidate_718,Miotto13,981286,1,1,2,0
499,983647,candidate_1085,Miotto13,983465,0,1,2,0
500,987162,candidate_1086,Miotto13,987053,0,1,2,0
501,987164,candidate_129,Miotto13,987054,1,1,2,0
502,987951,candidate_1087,Miotto13,987896,0,1,2,0
503,988255,candidate_1088,Miotto13,988225,0,1,2,0
504,995098,candidate_1089,Miotto13,995028,0,1,2,0
505,999852,candidate_1090,Miotto13,999814,0,1,2,0
506,1000095,candidate_1091,Miotto13,1000043,0,1,2,0
507,1002812,candidate_130,Miotto13,1002780,1,1,2,0
508,1002842,candidate_1092,Miotto13,1002798,0,1,2,0
509,1005508,ncRNA75,Namouchi16,1005433,1,1,2,0
510,1006807,ncRNA76,Namouchi16,1006733,1,1,2,0
511,1014744,candidate_1093,Miotto13,1014668,0,1,2,0
512,1027159,candidate_1094,Miotto13,1027094,0,1,2,0
513,1027278,candidate_1095,Miotto13,1027194,0,1,2,0
514,1029546,candidate_131,Miotto13,1029499,1,1,2,0
515,1038867,candidate_132,Miotto13,1038819,1,1,2,0
516,1039677,candidate_133,Miotto13,1039633,1,1,2,0
517,1040021,candidate_134,Miotto13,1039986,1,1,2,0
518,1040938,candidate_135,Miotto13,1040645,1,1,1,0
519,1041056,candidate_136,Miotto13,1041023,1,1,2,0
520,1041165,candidate_1096,Miotto13,1041129,0,1,1,0
521,1043814,candidate_1097,Miotto13,1043759,0,1,2,0
522,1058107,candidate_1780,Miotto13,1057971,0,1,2,0
523,1058109,candidate_719,Miotto13,1057973,1,1,2,0
524,1061735,candidate_137,Miotto13,1061586,1,1,2,0
525,1061732,candidate_1098,Miotto13,1061654,0,1,2,0
526,1062000,candidate_1099,Miotto13,1061936,0,1,2,0
527,1062264,candidate_1100,Miotto13,1062221,0,1,2,0
528,1063224,candidate_1101,Miotto13,1063127,0,1,2,0
529,1064110,candidate_1781,Miotto13,1064052,0,1,2,0
530,1064112,candidate_720,Miotto13,1064054,1,1,2,0
531,1065604,candidate_1102,Miotto13,1065547,0,1,2,0
532,1067877,candidate_1103,Miotto13,1067826,0,1,2,0
533,1068126,candidate_1104,Miotto13,1068089,0,1,2,0
534,1073304,candidate_1105,Miotto13,1073268,0,1,2,0
535,1074143,candidate_1106,Miotto13,1074111,0,1,2,0
536,1074233,candidate_1107,Miotto13,1074200,0,1,2,0
537,1092778,ncRNA78,Namouchi16,1092690,0,1,2,0
538,1097421,candidate_1108,Miotto13,1097350,0,1,2,0
539,1097506,candidate_1109,Miotto13,1097463,0,1,2,0
540,1097721,candidate_1110,Miotto13,1097688,0,1,2,0
541,1099141,candidate_1111,Miotto13,1099040,0,1,2,0
542,1099583,candidate_1112,Miotto13,1099540,0,1,2,0
543,1103624,candidate_1113,Miotto13,1103589,0,1,2,0
544,1106337,candidate_1114,Miotto13,1106307,0,1,2,0
545,1108277,candidate_138,Miotto13,1108205,1,1,2,0
546,1108550,candidate_1115,Miotto13,1108504,0,1,2,0
547,1108553,candidate_139,Miotto13,1108506,1,1,2,0
548,1109163,Mcr2,DiChiara10,1108810,1,1,2,0
549,1112305,candidate_1782,Miotto13,1112251,0,1,2,0
550,1112307,candidate_721,Miotto13,1112253,1,1,2,0
551,1113581,candidate_1116,Miotto13,1113505,0,1,2,0
552,1124285,candidate_1117,Miotto13,1124112,0,1,2,0
553,1128064,candidate_1118,Miotto13,1127902,0,1,2,0
554,1127951,candidate_619,Miotto13,1127911,1,1,2,0
555,1128073,candidate_140,Miotto13,1127953,1,1,2,0
556,1131474,candidate_1783,Miotto13,1131444,0,1,2,0
557,1131476,candidate_722,Miotto13,1131446,1,1,2,0
558,1131543,candidate_1784,Miotto13,1131500,0,1,2,0
559,1131545,candidate_723,Miotto13,1131502,1,1,2,0
560,1131614,candidate_1119,Miotto13,1131583,0,1,2,0
561,1132039,candidate_1120,Miotto13,1131945,0,1,2,0
562,1132182,candidate_1121,Miotto13,1132075,0,1,2,0
563,1132446,ncRNA79,Namouchi16,1132353,0,1,2,0
564,1133313,candidate_1686,Miotto13,1133275,0,1,2,0
565,1133310,candidate_141,Miotto13,1133278,1,1,2,0
566,1136947,ncRNA172,Namouchi16,1136872,1,1,2,0
567,1144564,candidate_142,Miotto13,1144525,1,1,2,0
568,1148237,candidate_1122,Miotto13,1148207,0,1,2,0
569,1149736,candidate_143,Miotto13,1149692,1,1,2,0
570,1153407,ncRNA80,Namouchi16,1153315,0,1,2,0
571,1157135,ncRNA81,Namouchi16,1157047,1,1,2,0
572,1160410,candidate_144,Miotto13,1160375,1,1,2,0
573,1169315,candidate_1123,Miotto13,1169232,0,1,2,0
574,1171218,ncRNA18,Namouchi16,1171133,1,1,2,0
575,1175315,mpr5,Tuberculist,1175225,1,1,1,0
576,1178121,ncRNA82,Namouchi16,1178027,0,1,2,0
577,1179394,candidate_1785,Miotto13,1179348,0,1,2,0
578,1179395,candidate_724,Miotto13,1179350,1,1,2,0
579,1187360,candidate_1786,Miotto13,1187326,0,1,2,0
580,1187362,candidate_725,Miotto13,1187328,1,1,2,0
581,1195074,candidate_145,Miotto13,1195035,1,1,2,0
582,1195245,candidate_146,Miotto13,1195213,1,1,2,0
583,1196279,candidate_147,Miotto13,1196177,1,1,2,0
584,1196277,candidate_1687,Miotto13,1196216,0,1,2,0
585,1196801,candidate_1124,Miotto13,1196674,0,1,2,0
586,1197197,candidate_148,Miotto13,1197115,1,1,2,0
587,1198115,candidate_1125,Miotto13,1198063,0,1,2,0
588,1200605,candidate_1126,Miotto13,1200510,0,1,2,0
589,1200554,candidate_620,Miotto13,1200524,1,1,2,0
590,1200605,candidate_149,Miotto13,1200555,1,1,1,0
591,1201788,candidate_1127,Miotto13,1201750,0,1,2,0
592,1203286,candidate_1128,Miotto13,1203251,0,1,2,0
593,1203926,candidate_1129,Miotto13,1203697,0,1,2,0
594,1206209,Mpr5,DiChiara10,1205186,1,1,1,1
595,1205966,candidate_1787,Miotto13,1205926,0,1,2,0
596,1205968,candidate_726,Miotto13,1205928,1,0,2,1
597,1212615,candidate_1130,Miotto13,1212564,0,1,2,0
598,1220487,MTS0858,Tuberculist,1220388,0,1,1,0
599,1222875,candidate_1788,Miotto13,1222828,0,1,2,0
600,1222877,candidate_727,Miotto13,1222830,1,1,2,0
601,1224367,candidate_1688,Miotto13,1224323,0,1,2,0
602,1224355,candidate_150,Miotto13,1224323,1,1,2,0
603,1225925,candidate_151,Miotto13,1225894,1,1,2,0
604,1226126,candidate_152,Miotto13,1226093,1,1,2,0
605,1228530,Mcr12,DiChiara10,1228414,1,1,2,0
606,1230721,ncRNA174,Namouchi16,1230666,1,0,2,1
607,1230762,ncRNA83,Namouchi16,1230666,1,1,1,1
608,1231069,candidate_153,Miotto13,1230893,1,1,2,0
609,1236132,candidate_1789,Miotto13,1236098,0,1,2,0
610,1236134,candidate_728,Miotto13,1236100,1,1,2,0
611,1236758,candidate_1131,Miotto13,1236708,0,1,2,0
612,1261277,candidate_154,Miotto13,1261235,1,1,2,0
613,1261376,candidate_155,Miotto13,1261316,1,1,2,0
614,1261422,candidate_1132,Miotto13,1261346,0,1,2,0
615,1261486,candidate_1790,Miotto13,1261436,0,1,2,0
616,1261488,candidate_729,Miotto13,1261438,1,1,2,0
617,1261524,candidate_1133,Miotto13,1261487,0,1,2,0
618,1261526,candidate_621,Miotto13,1261489,1,1,2,0
619,1261557,candidate_1791,Miotto13,1261525,0,1,2,0
620,1261607,candidate_730,Miotto13,1261527,1,1,2,0
621,1261601,candidate_1134,Miotto13,1261558,0,1,2,0
622,1261638,candidate_156,Miotto13,1261608,1,1,2,0
623,1261672,candidate_1689,Miotto13,1261608,0,1,2,0
624,1261674,candidate_622,Miotto13,1261639,1,1,2,0
625,1267344,candidate_1135,Miotto13,1267302,0,1,2,0
626,1272168,arnvig07,Arnvig14,1271907,0,1,1,1
627,1271999,candidate_1792,Miotto13,1271968,0,0,2,1
628,1272033,candidate_731,Miotto13,1271970,1,1,2,0
629,1272034,candidate_1690,Miotto13,1272000,0,0,2,1
630,1272167,candidate_1136,Miotto13,1272135,0,0,2,1
631,1272237,candidate_1793,Miotto13,1272190,0,1,2,0
632,1272239,candidate_732,Miotto13,1272192,1,1,2,0
633,1275673,candidate_1137,Miotto13,1275611,0,1,1,0
634,1275677,candidate_157,Miotto13,1275633,1,1,2,0
635,1276057,arnvig09,Arnvig14,1275993,0,1,1,0
636,1276301,candidate_158,Miotto13,1276248,1,1,2,0
637,1276300,candidate_1138,Miotto13,1276267,0,1,2,0
638,1282128,candidate_1139,Miotto13,1282030,0,1,2,0
639,1282133,candidate_159*,Miotto13,1282056,1,1,2,0
640,1282976,candidate_160,Miotto13,1282944,1,1,2,0
641,1283815,mcr10,Tuberculist,1283693,1,1,1,0
642,1284963,candidate_1794,Miotto13,1284908,0,1,2,0
643,1284965,candidate_733,Miotto13,1284910,1,1,2,0
644,1287039,candidate_1140,Miotto13,1287000,0,1,2,0
645,1287201,candidate_161,Miotto13,1287126,1,1,1,0
646,1290381,candidate_1141,Miotto13,1290289,0,1,2,0
647,1292095,candidate_1142,Miotto13,1291823,0,1,2,0
648,1298357,candidate_162,Miotto13,1298318,1,1,2,0
649,1299858,ncRNA85,Namouchi16,1299765,1,1,2,0
650,1300223,candidate_1143,Miotto13,1300145,0,1,2,0
651,1300225,candidate_163,Miotto13,1300168,1,1,2,0
652,1301265,candidate_1691,Miotto13,1301227,0,1,2,0
653,1301261,candidate_164,Miotto13,1301231,1,1,2,0
654,1301306,candidate_623,Miotto13,1301262,1,1,2,0
655,1301316,candidate_1144,Miotto13,1301276,0,1,2,0
656,1302894,candidate_1145,Miotto13,1302855,0,1,2,0
657,1302896,candidate_165,Miotto13,1302856,1,1,2,0
658,1303215,candidate_1146,Miotto13,1303163,0,1,2,0
659,1303742,candidate_1147,Miotto13,1303572,0,1,2,0
660,1304971,candidate_1148,Miotto13,1304940,0,1,2,0
661,1306073,candidate_1149,Miotto13,1306038,0,1,1,0
662,1306074,candidate_624,Miotto13,1306043,1,1,2,0
663,1306865,candidate_166,Miotto13,1306828,1,1,2,0
664,1308912,candidate_734,Miotto13,1308881,1,1,2,0
665,1309232,candidate_1150,Miotto13,1308905,0,1,2,0
666,1309005,candidate_167,Miotto13,1308924,1,1,2,0
667,1313400,candidate_1151,Miotto13,1313343,0,1,2,0
668,1315515,Mcr10,DiChiara10,1314472,1,1,2,0
669,1316664,candidate_1152,Miotto13,1316604,0,1,2,0
670,1320766,candidate_1153,Miotto13,1320736,0,1,2,0
671,1321259,candidate_1154,Miotto13,1321021,0,1,2,0
672,1321893,candidate_1155,Miotto13,1321807,0,1,2,0
673,1325143,candidate_168,Miotto13,1325016,1,1,2,0
674,1325686,candidate_1156,Miotto13,1325649,0,1,2,0
675,1326204,candidate_169,Miotto13,1326145,1,1,2,0
676,1326361,candidate_170,Miotto13,1326328,1,1,2,0
677,1326681,candidate_171,Miotto13,1326553,1,1,2,0
678,1326746,candidate_172,Miotto13,1326716,1,1,2,0
679,1327141,candidate_173,Miotto13,1326828,1,1,2,0
680,1338938,candidate_1157,Miotto13,1338887,0,1,2,0
681,1338962,candidate_174,Miotto13,1338906,1,1,2,0
682,1340508,candidate_1158,Miotto13,1340450,0,1,2,0
683,1340625,ncrMT1234,Tuberculist,1340578,1,1,1,0
684,1342771,candidate_1159,Miotto13,1342738,0,1,2,0
685,1342811,candidate_175,Miotto13,1342774,1,1,2,0
686,1342965,candidate_1160,Miotto13,1342872,0,1,2,0
687,1342914,candidate_176,Miotto13,1342874,1,1,2,0
688,1348957,candidate_1161,Miotto13,1348918,0,1,2,0
689,1349112,candidate_1162,Miotto13,1349067,0,1,2,0
690,1354218,candidate_1795,Miotto13,1354174,0,1,2,0
691,1354220,candidate_735,Miotto13,1354176,1,1,2,0
692,1354719,candidate_177,Miotto13,1354679,1,1,2,0
693,1359268,candidate_178,Miotto13,1359196,1,1,2,0
694,1359582,candidate_179,Miotto13,1359461,1,1,2,0
695,1364396,candidate_1692,Miotto13,1364352,0,1,2,0
696,1364395,candidate_625,Miotto13,1364356,1,1,2,0
697,1364558,candidate_1163,Miotto13,1364462,0,1,2,0
698,1364702,candidate_1164,Miotto13,1364663,0,1,2,0
699,1365365,mpr6,Tuberculist,1365274,1,1,1,0
700,1366939,candidate_1165,Miotto13,1366900,0,1,2,0
701,1371170,candidate_1166,Miotto13,1371123,0,1,2,0
702,1371549,ncRNA89,Namouchi16,1371435,0,1,2,0
703,1372660,candidate_180,Miotto13,1372468,1,1,2,0
704,1372792,candidate_181,Miotto13,1372701,1,1,2,0
705,1374304,candidate_1796,Miotto13,1374260,0,1,2,0
706,1374306,candidate_736,Miotto13,1374262,1,1,2,0
707,1376592,candidate_182,Miotto13,1376548,1,1,2,0
708,1376720,candidate_183,Miotto13,1376687,1,1,2,0
709,1388515,ncRNA90,Namouchi16,1388422,1,1,2,0
710,1392391,candidate_184,Miotto13,1392354,1,1,2,0
711,1394472,candidate_1167,Miotto13,1394442,0,1,2,0
712,1395064,Mpr6,DiChiara10,1394906,1,1,1,0
713,1395002,ncRNA19,Namouchi16,1394951,0,1,2,0
714,1400317,candidate_1168,Miotto13,1400285,0,1,2,0
715,1413139,candidate_1693,Miotto13,1413102,0,0,2,1
716,1413224,arnvig10,Arnvig14,1413107,0,1,1,1
717,1413139,candidate_626,Miotto13,1413109,1,1,2,0
718,1413173,candidate_1694,Miotto13,1413142,0,0,2,1
719,1413224,candidate_1169,Miotto13,1413174,0,0,2,1
720,1413225,candidate_185,Miotto13,1413189,1,1,2,0
721,1413237,mcr11,Tuberculist,1413232,0,1,1,0
722,1413260,mcr11,Tuberculist,1413255,0,1,1,0
723,1419653,candidate_186,Miotto13,1419609,1,1,2,0
724,1420466,ncRNA93,Namouchi16,1420308,1,1,2,0
725,1424836,candidate_1170,Miotto13,1424784,0,1,2,0
726,1425380,candidate_1797,Miotto13,1425327,0,1,2,0
727,1425382,candidate_737,Miotto13,1425329,1,1,2,0
728,1436486,candidate_187,Miotto13,1436445,1,1,2,0
729,1436616,candidate_188,Miotto13,1436585,1,1,2,0
730,1439974,Mcr11,DiChiara10,1439801,0,1,2,0
731,1451817,candidate_1798,Miotto13,1451780,0,1,2,0
732,1451819,candidate_738,Miotto13,1451781,1,1,2,0
733,1451874,candidate_1799,Miotto13,1451835,0,1,2,0
734,1451876,candidate_739,Miotto13,1451837,1,1,2,0
735,1451931,candidate_1800,Miotto13,1451892,0,1,2,0
736,1451933,candidate_740,Miotto13,1451894,1,1,2,0
737,1451988,candidate_1801,Miotto13,1451949,0,1,2,0
738,1451990,candidate_741,Miotto13,1451951,1,1,2,0
739,1453006,candidate_1802,Miotto13,1452962,0,1,2,0
740,1453006,candidate_742,Miotto13,1452964,1,1,2,0
741,1453060,candidate_189,Miotto13,1453007,1,1,1,0
742,1453085,candidate_1695,Miotto13,1453007,0,1,2,0
743,1453091,candidate_627,Miotto13,1453061,1,1,2,0
744,1453202,candidate_1803,Miotto13,1453086,0,1,2,0
745,1453156,candidate_628,Miotto13,1453112,1,1,2,0
746,1453203,candidate_743,Miotto13,1453157,1,1,2,0
747,1454172,candidate_1172,Miotto13,1454141,0,1,2,0
748,1455086,candidate_1804,Miotto13,1455047,0,1,2,0
749,1455088,candidate_744,Miotto13,1455049,1,1,2,0
750,1455285,candidate_1173,Miotto13,1455156,0,1,2,0
751,1455461,candidate_629,Miotto13,1455410,1,1,2,0
752,1455459,candidate_1805,Miotto13,1455413,0,1,2,0
753,1459610,candidate_630,Miotto13,1459572,1,1,2,0
754,1459619,candidate_1806,Miotto13,1459586,0,1,2,0
755,1459715,candidate_1807,Miotto13,1459643,0,1,2,0
756,1459717,candidate_745,Miotto13,1459645,1,1,2,0
757,1459935,candidate_1174,Miotto13,1459894,0,1,2,0
758,1460036,candidate_1175,Miotto13,1459996,0,1,2,0
759,1460797,candidate_1176,Miotto13,1460757,0,1,2,0
760,1461010,candidate_1177,Miotto13,1460892,0,1,2,0
761,1463220,candidate_1178,Miotto13,1463190,0,1,2,0
762,1464761,candidate_1179,Miotto13,1464709,0,1,2,0
763,1465345,candidate_1180,Miotto13,1465247,0,1,2,0
764,1465777,candidate_1181,Miotto13,1465725,0,1,2,0
765,1467111,candidate_1182,Miotto13,1466855,0,1,2,0
766,1471742,mcr3,Tuberculist,1471619,1,1,1,1
767,1471737,candidate_190,Miotto13,1471657,1,0,2,1
768,1471729,candidate_1183,Miotto13,1471657,0,1,2,0
769,1471846,candidate_191,Miotto13,1471783,1,1,2,0
770,1471995,candidate_1184,Miotto13,1471814,0,1,2,0
771,1473350,candidate_1186,Miotto13,1473115,0,1,2,0
772,1473448,candidate_631,Miotto13,1473394,1,1,2,0
773,1473658,candidate_192,Miotto13,1473471,1,1,2,0
774,1473502,candidate_1696,Miotto13,1473471,0,1,2,0
775,1473928,candidate_1187,Miotto13,1473503,0,1,2,0
776,1474360,candidate_1188,Miotto13,1473967,0,1,2,0
777,1474904,candidate_1189,Miotto13,1474520,0,1,2,0
778,1475610,candidate_1190,Miotto13,1475067,0,1,2,0
779,1476149,candidate_1191,Miotto13,1475646,0,1,2,0
780,1476699,candidate_1192,Miotto13,1476171,0,1,2,0
781,1476794,candidate_1193,Miotto13,1476719,0,1,2,0
782,1476884,candidate_193,Miotto13,1476825,1,1,1,0
783,1477014,candidate_1194,Miotto13,1476976,0,1,2,0
784,1483081,candidate_194,Miotto13,1483050,1,1,2,0
785,1484314,candidate_1195,Miotto13,1484240,0,1,2,0
786,1485162,candidate_1196,Miotto13,1485130,0,1,2,0
787,1485283,candidate_1197,Miotto13,1485244,0,1,2,0
788,1485773,candidate_195,Miotto13,1485626,1,1,2,0
789,1486919,candidate_1198,Miotto13,1486759,0,1,2,0
790,1488135,candidate_196,Miotto13,1488098,1,1,2,0
791,1488132,candidate_1199,Miotto13,1488098,0,1,2,0
792,1492547,candidate_197,Miotto13,1492502,1,1,2,0
793,1492761,candidate_198,Miotto13,1492685,1,1,2,0
794,1498360,Mcr3,DiChiara10,1498091,1,1,1,0
795,1500810,candidate_1200,Miotto13,1500780,0,1,2,0
796,1502669,candidate_1201,Miotto13,1502632,0,1,2,0
797,1502790,candidate_1202,Miotto13,1502760,0,1,2,0
798,1503090,candidate_1203,Miotto13,1503051,0,1,2,0
799,1507571,candidate_1808,Miotto13,1507535,0,1,2,0
800,1507572,candidate_746,Miotto13,1507537,1,1,2,0
801,1512360,candidate_199,Miotto13,1512325,1,1,2,0
802,1518237,candidate_1204,Miotto13,1518130,0,1,2,0
803,1519979,candidate_200,Miotto13,1519949,1,1,2,0
804,1521469,candidate_201,Miotto13,1521439,1,1,2,0
805,1530759,ncRNA176,Namouchi16,1530666,0,1,2,0
806,1535716,mcr15,Tuberculist,1535417,0,1,1,1
807,1535556,candidate_1205,Miotto13,1535421,0,0,2,1
808,1535558,candidate_202,Miotto13,1535446,1,1,2,0
809,1538176,candidate_203,Miotto13,1538142,1,1,2,0
810,1545862,candidate_1206,Miotto13,1545827,0,1,2,0
811,1547268,MTS1082,Tuberculist,1547129,1,1,1,0
812,1547677,candidate_204,Miotto13,1547634,1,1,2,0
813,1548760,candidate_1207,Miotto13,1548720,0,1,2,0
814,1557195,candidate_1208,Miotto13,1557160,0,1,2,0
815,1557473,candidate_1209,Miotto13,1557439,0,1,2,0
816,1557597,candidate_1210,Miotto13,1557540,0,1,2,0
817,1559658,candidate_1211,Miotto13,1559620,0,1,2,0
818,1561627,candidate_1212,Miotto13,1561384,0,1,2,0
819,1561464,candidate_205,Miotto13,1561400,1,1,2,0
820,1562197,Mcr15,DiChiara10,1561906,0,1,1,0
821,1564374,ncRNA20,Namouchi16,1564266,1,1,2,0
822,1565069,candidate_1213,Miotto13,1565023,0,1,2,0
823,1565083,candidate_206,Miotto13,1565027,1,1,2,0
824,1566816,candidate_632,Miotto13,1566786,1,1,2,0
825,1568094,candidate_207,Miotto13,1568060,1,1,2,0
826,1568093,candidate_1214,Miotto13,1568060,0,1,2,0
827,1574028,candidate_1215,Miotto13,1573865,0,1,2,0
828,1574765,candidate_208,Miotto13,1574731,1,1,2,0
829,1579644,ncRNA94,Namouchi16,1579580,1,1,2,0
830,1596924,candidate_1216,Miotto13,1596860,0,1,2,0
831,1604006,candidate_209,Miotto13,1603966,1,1,2,0
832,1613045,arnvig12,Arnvig14,1612987,1,1,1,0
833,1613742,candidate_1217,Miotto13,1613697,0,1,2,0
834,1614032,candidate_1218,Miotto13,1613994,0,1,2,0
835,1615110,candidate_1219,Miotto13,1615032,0,1,2,0
836,1623608,candidate_210,Miotto13,1623572,1,1,2,0
837,1625243,candidate_211,Miotto13,1625198,1,1,2,0
838,1625416,candidate_1809,Miotto13,1625366,0,1,2,0
839,1625417,candidate_747,Miotto13,1625367,1,1,2,0
840,1627255,candidate_212,Miotto13,1627210,1,1,2,0
841,1627340,candidate_213,Miotto13,1627309,1,1,2,0
842,1628757,candidate_214,Miotto13,1628713,1,1,2,0
843,1635009,candidate_1810,Miotto13,1634970,0,1,2,0
844,1635011,candidate_748,Miotto13,1634972,1,1,2,0
845,1635486,candidate_1220,Miotto13,1635442,0,1,2,0
846,1639645,candidate_1221,Miotto13,1639615,0,1,2,0
847,1640110,candidate_215,Miotto13,1640048,1,1,2,0
848,1644360,candidate_1811,Miotto13,1644261,0,1,2,0
849,1644362,candidate_749,Miotto13,1644262,1,1,2,0
850,1655576,candidate_1697,Miotto13,1655543,0,1,2,0
851,1655576,candidate_633,Miotto13,1655545,1,1,2,0
852,1659019,candidate_1222,Miotto13,1658946,0,1,2,0
853,1658980,candidate_216,Miotto13,1658949,1,1,2,0
854,1659585,ncRNA95,Namouchi16,1659523,0,1,2,0
855,1665015,candidate_217,Miotto13,1664976,1,1,2,0
856,1666089,candidate_1812,Miotto13,1666047,0,1,2,0
857,1666091,candidate_750,Miotto13,1666049,1,1,2,0
858,1666928,candidate_1813,Miotto13,1666829,0,1,2,0
859,1666930,candidate_751,Miotto13,1666831,1,1,2,0
860,1669228,candidate_1814,Miotto13,1669168,0,1,2,0
861,1669230,candidate_752,Miotto13,1669170,1,1,2,0
862,1671282,candidate_1223,Miotto13,1671243,0,1,2,0
863,1677974,ncRNA21,Namouchi16,1677906,0,1,2,0
864,1678598,candidate_1224,Miotto13,1678541,0,1,2,0
865,1682129,candidate_218,Miotto13,1682094,1,1,2,0
866,1689439,candidate_219,Miotto13,1689397,1,1,2,0
867,1690195,candidate_220,Miotto13,1690164,1,1,2,0
868,1690868,candidate_1225,Miotto13,1690809,0,1,2,0
869,1691873,candidate_1226,Miotto13,1691821,0,1,2,0
870,1692065,candidate_1227,Miotto13,1692027,0,1,2,0
871,1692210,candidate_1228,Miotto13,1692179,0,1,2,0
872,1692459,candidate_1229,Miotto13,1692421,0,1,2,0
873,1696970,candidate_221,Miotto13,1696852,1,1,2,0
874,1697806,ncRNA177,Namouchi16,1697713,0,1,2,0
875,1699001,candidate_222,Miotto13,1698969,1,1,2,0
876,1701600,ncRNA96,Namouchi16,1701522,0,1,2,0
877,1709587,candidate_1230,Miotto13,1709535,0,1,2,0
878,1712921,candidate_1231,Miotto13,1712868,0,1,2,0
879,1713308,candidate_1232,Miotto13,1713274,0,1,2,0
880,1713732,candidate_1233,Miotto13,1713589,0,1,2,0
881,1718088,ncRNA22,Namouchi16,1718030,0,1,2,0
882,1727281,candidate_223,Miotto13,1727239,1,1,2,0
883,1735541,candidate_753,Miotto13,1735491,1,1,2,0
884,1735534,candidate_1698,Miotto13,1735503,0,1,2,0
885,1735675,candidate_1815,Miotto13,1735535,0,1,2,0
886,1735577,candidate_634,Miotto13,1735542,1,1,2,0
887,1735644,candidate_754,Miotto13,1735578,1,1,2,0
888,1735677,candidate_635,Miotto13,1735645,1,1,2,0
889,1735747,candidate_224,Miotto13,1735693,1,1,1,0
890,1735826,candidate_1816,Miotto13,1735775,0,1,2,0
891,1735818,candidate_636,Miotto13,1735777,1,1,2,0
892,1735976,candidate_225,Miotto13,1735850,1,1,2,0
893,1735999,candidate_1234,Miotto13,1735880,0,1,2,0
894,1736456,candidate_1817,Miotto13,1736296,0,1,2,0
895,1736458,candidate_755,Miotto13,1736298,1,1,2,0
896,1738200,candidate_1235,Miotto13,1738164,0,1,2,0
897,1738533,candidate_1236,Miotto13,1738501,0,1,2,0
898,1738789,candidate_1237,Miotto13,1738570,0,1,2,0
899,1745814,candidate_1238,Miotto13,1745704,0,1,2,0
900,1746105,candidate_1239,Miotto13,1746074,0,1,2,0
901,1747692,candidate_1818,Miotto13,1747645,0,1,2,0
902,1747693,candidate_756,Miotto13,1747647,1,1,2,0
903,1749889,candidate_1240,Miotto13,1749761,0,1,2,0
904,1763541,candidate_1241,Miotto13,1763507,0,1,2,0
905,1766542,ncRNA97,Namouchi16,1766473,1,1,2,0
906,1773234,candidate_226,Miotto13,1773185,1,1,2,0
907,1773873,candidate_1242,Miotto13,1773841,0,1,2,0
908,1774704,candidate_1243,Miotto13,1774658,0,1,2,0
909,1774812,candidate_1819,Miotto13,1774782,0,1,2,0
910,1774814,candidate_757,Miotto13,1774784,1,1,2,0
911,1775180,candidate_227,Miotto13,1775121,1,1,2,0
912,1786276,candidate_228,Miotto13,1786244,1,1,2,0
913,1788593,ncRNA46,Namouchi16,1788518,1,1,2,0
914,1793895,candidate_1244,Miotto13,1793745,0,1,2,0
915,1793877,candidate_229,Miotto13,1793753,1,1,2,0
916,1795134,candidate_1245,Miotto13,1794985,0,1,2,0
917,1797120,candidate_1246,Miotto13,1797023,0,1,2,0
918,1799552,candidate_1820,Miotto13,1799513,0,1,2,0
919,1799554,candidate_758,Miotto13,1799515,1,1,2,0
920,1802479,candidate_1247,Miotto13,1802446,0,1,2,0
921,1803281,candidate_1248,Miotto13,1803228,0,1,2,0
922,1808023,candidate_1249,Miotto13,1807992,0,1,2,0
923,1809291,candidate_1250,Miotto13,1809246,0,1,2,0
924,1815410,ncRNA99,Namouchi16,1815358,0,1,2,0
925,1824414,candidate_230,Miotto13,1824349,1,1,2,0
926,1824430,candidate_1251,Miotto13,1824400,0,1,2,0
927,1824600,candidate_231,Miotto13,1824549,1,1,2,0
928,1825928,candidate_232,Miotto13,1825836,1,1,2,0
929,1825928,candidate_1252,Miotto13,1825887,0,1,2,0
930,1826536,candidate_233,Miotto13,1826479,1,1,2,0
931,1828585,candidate_1253,Miotto13,1828427,0,1,2,0
932,1828848,candidate_1254,Miotto13,1828812,0,1,2,0
933,1828848,candidate_234,Miotto13,1828813,1,1,2,0
934,1830905,candidate_1255,Miotto13,1830727,0,1,2,0
935,1833560,candidate_1256,Miotto13,1833488,0,1,2,0
936,1833542,candidate_235,Miotto13,1833493,1,1,2,0
937,1834264,candidate_1257,Miotto13,1834234,0,1,2,0
938,1834370,candidate_1258,Miotto13,1834321,0,1,2,0
939,1834673,candidate_1259,Miotto13,1834629,0,1,2,0
940,1836892,candidate_1821,Miotto13,1836831,0,1,2,0
941,1836894,candidate_759,Miotto13,1836833,1,1,2,0
942,1837404,candidate_1260,Miotto13,1837307,0,1,2,0
943,1842448,candidate_236,Miotto13,1842408,1,1,2,0
944,1846440,candidate_1261,Miotto13,1846376,0,1,2,0
945,1852022,candidate_237,Miotto13,1851991,1,1,2,0
