,Candidate ID,Start,End,Strand,Type,Length,mean reads coverage,mean conservation,-10 promoter consensus,Terminator,MFE p-val,Array p-val,p-adj,Relative position to CDSs,Within,Antisense to,DistClosestGeneUP,DistClosestGeneDOWN,Northern_validation
407,candidate_408,2982565,2982621,1,A,56,139.737,0.09,1,1,0.48,1.30E-08,1.57E-05,Within 5'/3' UTRs,"5', Rv2665",,214,78,0
408,candidate_409,2992546,2992581,1,A,35,140.472,0,0,0,0.676,9.67E-01,1.00E+00,AS,,Rv2676c,-82,-648,0
409,candidate_410,3009101,3009152,1,A,51,147.192,0,1,0,0.136,5.07E-01,1.00E+00,AS,,Rv2690c,-108,-1916,0
410,candidate_411,3011808,3011839,1,A,31,92.031,0.484,1,0,0.13,1.00E+00,1.00E+00,AS to 5'/3' UTRs,"5', Rv2695","5', Rv2694c",41,77,0
411,candidate_412,3017733,3017787,1,A,54,134.109,2.72,1,0,0.953,1.66E-12,2.12E-09,Within 5'/3' UTRs,"3', Rv2702; 5', Rv2703",,78,48,0
412,candidate_413,3020299,3020346,1,A,47,542.563,0,0,0,0.871,0.00E+00,0.00E+00,AS,,Rv2706c,-158,-146,0
413,candidate_414,3042378,3042409,1,A,31,137.781,0,1,0,0.277,9.97E-01,1.00E+00,AS,,Rv2729c,-97,-839,0
414,candidate_415,3061412,3061584,1,A,172,424.295,0,1,0,0.535,1.53E-03,1.00E+00,AS,,Rv2748c,-1094,-1729,0
415,candidate_416,3073308,3073344,1,A,36,194.216,0,1,0,0.963,9.06E-01,1.00E+00,AS,,Rv2763c,-301,-214,0
416,candidate_417,3081694,3081748,1,A,54,79.309,0,0,0,0.88,1.49E-10,1.84E-07,AS,,Rv2773c,-647,-144,0
417,candidate_418,3082286,3082344,1,A,58,297,0,1,0,0.484,1.46E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv2774c; 5', Rv2773c",-55,-740,0
418,candidate_419,3102219,3102273,1,A,54,221.291,0.304,0,0,0.715,6.15E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv2792c",57,91,0
419,candidate_420,3123610,3123837,1,A,227,4836.482,0.009,0,0,0.416,1.20E-03,1.00E+00,AS to 5'/3' UTRs,,"3', Rv2816c",-356,-212,0
420,candidate_421,3126351,3126382,1,A,31,85.063,0,0,0,0.975,9.98E-01,1.00E+00,AS,,Rv2819c,-1016,-142,0
421,candidate_422,3145037,3145106,1,A,69,125.871,0,1,0,0.107,9.69E-01,1.00E+00,AS,,Rv2838c,-134,-486,0
422,candidate_423,3145176,3145223,1,A,47,161.458,0,0,0,0.669,3.29E-01,1.00E+00,AS,,Rv2839c,-2697,-52,0
423,candidate_424,3158196,3158227,1,A,31,98.469,0,0,0,0.645,8.45E-01,1.00E+00,AS,,Rv2850c,-1858,-62,0
424,candidate_425,3180083,3180116,1,A,33,158.735,0,0,0,0.612,9.67E-01,1.00E+00,AS,,Rv2868c,-448,-748,0
425,candidate_426,3199156,3199239,1,A,83,202.143,0,1,0,0.046,1.37E-01,1.00E+00,AS,,Rv2890c,-826,-120,0
426,candidate_427,3210762,3210792,1,A,30,351.581,0,0,0,0.009,9.49E-01,1.00E+00,AS,,Rv2900c,-983,-1386,0
427,candidate_428,3214034,3214157,1,A,123,672.161,0,1,0,0.861,9.98E-01,1.00E+00,AS,,Rv2904c,-219,-245,0
428,candidate_429,3217476,3217515,1,A,39,160.95,0,0,0,0.203,9.84E-01,1.00E+00,AS,,Rv2909c,-167,-360,0
429,candidate_430,3237775,3237807,1,A,32,137.091,0,1,0,0.588,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"3', Rv2922A; 5', Rv2922c",-31,-3618,0
430,candidate_431,3240331,3240434,1,A,103,236.077,0,1,0,0.889,9.85E-01,1.00E+00,AS,,Rv2925c,-220,-605,0
431,candidate_432,3243367,3243516,1,A,149,384.28,0.138,1,1,0.719,0.00E+00,0.00E+00,Intergenic,,,86,181,0
432,candidate_433,3281621,3281692,1,A,71,257.028,0,0,0,0.978,4.99E-05,5.59E-02,AS,,Rv2940c,-1094,-5312,0
433,candidate_434,3282368,3282408,1,A,40,137.561,0,0,1,0.82,9.74E-01,1.00E+00,AS,,Rv2940c,-347,-6028,0
434,candidate_435,3282734,3282836,1,A,102,269.718,0.463,1,0,0.742,9.52E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv2940c",19,499,0
435,candidate_436,3298811,3298852,1,A,41,632.667,0,1,0,0.857,8.95E-01,1.00E+00,AS,,Rv2948c,-1143,-1015,0
436,candidate_437,3300275,3300445,1,A,170,256.971,0,1,0,0.946,9.98E-01,1.00E+00,AS,,Rv2949c,-295,-474,0
437,candidate_438,3300486,3300577,1,A,91,226.783,0.007,0,0,0.377,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"3', Rv2950c; 5', Rv2949c",-84,-606,0
438,candidate_439,3300614,3300660,1,A,46,159.787,0,1,0,0.872,8.46E-01,1.00E+00,AS,,Rv2950c,-1730,-64,0
439,candidate_440,3300706,3300760,1,A,54,180.564,0,0,1,0.329,6.19E-01,1.00E+00,AS,,Rv2950c,-1638,-164,0
440,candidate_441,3301815,3301865,1,A,50,76.745,0,0,1,0.502,9.58E-01,1.00E+00,AS,,Rv2950c,-529,-1269,0
441,candidate_442,3302650,3302694,1,A,44,229.111,0.102,0,1,0.449,9.99E-01,1.00E+00,Intergenic,,,306,409,0
442,candidate_443,3303756,3303873,1,A,117,167.195,0,1,0,0.8,9.97E-01,1.00E+00,AS,,Rv2951c,-492,-770,0
443,candidate_444,3312756,3312888,1,A,132,394.594,0.051,1,0,0.157,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"5', Rv2959c",-82,-787,0
444,candidate_445,3325716,3325806,1,A,90,217.637,0.138,0,0,0.847,1.08E-05,1.22E-02,AS to 5'/3' UTRs,,"5', Rv2970c",13,128,0
445,candidate_446,3331947,3331978,1,A,31,247.219,0.474,0,0,0.639,9.99E-01,1.00E+00,Intergenic,,,335,93,0
446,candidate_447,3348693,3348749,1,A,56,454.825,0.044,1,0,0.691,9.97E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rvnt36",-37,-90,0
447,candidate_448,3353825,3353861,1,A,36,84.865,0,0,0,0.964,2.08E-02,1.00E+00,AS,,Rv2996c,-1244,-378,0
448,candidate_449,3356739,3356769,1,A,30,111.29,0.086,0,0,0.791,9.07E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv2998",,198,46,0
449,candidate_450,3359418,3359463,1,A,45,496.304,0.095,1,0,0.131,5.91E-02,1.00E+00,Intergenic,,,147,122,0
450,candidate_451,3363055,3363141,1,A,86,95.839,2.256,0,0,0.357,1.57E-02,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3003c",69,207,0
451,candidate_452,3364422,3364459,1,A,37,167.684,0,0,0,0.115,9.69E-01,1.00E+00,AS,,Rv3005c,-110,-766,0
452,candidate_453,3368476,3368529,1,A,53,231.833,0,1,0,0.902,6.70E-10,8.23E-07,AS,,Rv3009c,-317,-1265,0
453,candidate_454,3384599,3384682,1,A,83,168.393,0,1,0,0.439,1.16E-01,1.00E+00,AS,,Rv3025c,-467,-797,0
454,candidate_455,3388907,3388937,1,A,30,132.419,2.608,0,0,0.223,8.92E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3029c",37,164,0
455,candidate_456,3404862,3404898,1,A,36,145.162,0,0,0,0.974,9.05E-01,1.00E+00,AS,,Rv3043c,-59,-1698,0
456,candidate_457,3409373,3409423,1,A,50,545.882,0.231,1,0,0.295,9.99E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3048c",-5,-1019,0
457,candidate_458,3410253,3410289,1,A,36,269.405,0,1,0,0.22,5.46E-01,1.00E+00,AS,,Rv3049c,-830,-780,0
458,candidate_459,3412628,3412660,1,A,32,121.03,0,1,0,0.997,9.97E-01,1.00E+00,AS,,Rv3051c,-1538,-575,0
459,candidate_460,3413167,3413199,1,A,32,359.212,0,0,0,0.655,9.99E-01,1.00E+00,AS,,Rv3051c,-999,-1114,0
460,candidate_461,3413977,3414018,1,A,41,80.952,0,0,0,0.551,9.96E-01,1.00E+00,AS,,Rv3051c,-189,-1933,0
461,candidate_462,3414369,3414424,1,A,55,525.446,0,1,0,0.049,1.27E-01,1.00E+00,AS,,Rv3052c,-315,-192,0
462,candidate_463,3414929,3415091,1,A,162,1067.055,0.081,1,0,0.42,5.37E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3053c",-29,-372,0
463,candidate_464,3415137,3415184,1,A,47,1115.104,1.785,0,0,0.278,9.02E-01,1.00E+00,Intergenic,,,179,251,0
464,candidate_465,3415249,3415306,1,A,57,386.517,1.673,1,0,0.922,8.00E-01,1.00E+00,Intergenic,,,291,129,0
465,candidate_466,3468004,3468118,1,A,114,94.417,0,0,0,0.463,1.00E+00,1.00E+00,AS,,Rvns02,-415,-305,0
466,candidate_467,3468184,3468276,1,A,92,235.462,0,0,0,0.134,7.65E-01,1.00E+00,AS,,Rvns02,-235,-463,0
467,candidate_468,3490375,3490405,1,A,30,80.903,0.129,0,0,0.818,9.86E-01,1.00E+00,AS to 5'/3' UTRs,"3', Rv3124","3', Rv3125c",0,71,0
468,candidate_469,3493181,3493288,1,A,107,153.537,0,0,0,0.946,8.32E-14,1.07E-10,AS,"3', Rv3127","3', Rv3128c",-1000,-120,0
469,candidate_470,3495616,3495675,1,A,59,536.133,0,1,0,0.263,4.83E-07,5.67E-04,AS,,Rv3130c,-750,-700,0
470,candidate_471,3496515,3496551,1,A,36,137.514,0.1,0,1,0.562,2.76E-02,1.00E+00,AS,,Rv3131,149,0,0
471,candidate_472,3497549,3497744,1,A,195,338.005,0,0,0,0.61,6.03E-01,1.00E+00,AS,"3', Rv3131","3', Rv3132c",-1716,-215,0
472,candidate_473,3497835,3497870,1,A,35,228.056,0,0,0,0.477,9.93E-01,1.00E+00,AS,,Rv3132c,-1430,-341,0
473,candidate_474,3497939,3498024,1,A,85,116.988,0,1,0,0.502,4.19E-01,1.00E+00,AS,,Rv3132c,-1326,-495,0
474,candidate_475,3499078,3499113,1,A,35,265.639,0,1,0,0.092,9.97E-01,1.00E+00,AS,,Rv3132c,-187,-1584,0
475,candidate_476,3499173,3499205,1,A,32,148.091,0,0,1,0.581,1.24E-02,1.00E+00,AS,,Rv3132c,-92,-1676,0
476,candidate_477,3499287,3499324,1,A,37,123.947,0,0,0,0.237,9.87E-01,1.00E+00,AS,,Rv3133c,-628,-62,0
477,candidate_478,3499843,3499929,1,A,86,84.747,0.021,0,1,0.052,5.12E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3134c; 5', Rv3133c",-72,-667,0
478,candidate_479,3499971,3500052,1,A,81,620.732,0,1,0,0.093,9.97E-01,1.00E+00,AS,,Rv3134c,-778,-109,0
479,candidate_480,3500166,3500197,1,A,31,116.219,0,0,1,0.912,9.60E-01,1.00E+00,AS,,Rv3134c,-583,-254,0
480,candidate_481,3501230,3501268,1,A,38,177.769,0.089,0,0,0.977,0.00E+00,0.00E+00,Within 5'/3' UTRs,"5', Rv3185",,481,66,0
481,candidate_482,3501732,3501794,1,A,62,274.349,0.131,0,0,0.16,6.88E-08,8.22E-05,Within 5'/3' UTRs,"3', Rv3135; 5', Rv3136",,0,0,0
482,candidate_483,3502987,3503134,1,A,147,114.372,0.149,0,0,0.203,5.81E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv3136",,51,259,0
483,candidate_484,3503221,3503279,1,A,58,370.746,0.096,0,0,0.877,9.43E-01,1.00E+00,Intergenic,,,285,114,0
484,candidate_485,3505283,3505329,1,A,46,189.404,1.315,0,0,0.001,1.00E+00,1.00E+00,Within 5'/3' UTRs,"3', Rv3138; 5', Rv3139",,0,34,0
485,candidate_486,3510257,3510293,1,A,36,142.514,0,1,0,0.173,9.74E-01,1.00E+00,AS,,Rv3144c,-1060,-205,0
486,candidate_487,3556868,3557018,1,A,150,313.775,0.095,1,0,0.579,2.04E-01,1.00E+00,Intergenic,,,181,293,0
487,candidate_488,3557057,3557335,1,A,278,557.251,0.204,0,0,0.954,1.64E-10,2.03E-07,AS to 5'/3' UTRs,,"3', Rv3191c",-1288,-24,1
488,candidate_489,3561662,3561715,1,A,53,149.778,0,1,0,0.411,6.52E-02,1.00E+00,AS,,Rv3193c,-1510,-1521,0
489,candidate_490,3583543,3583763,1,A,220,353.172,0.032,1,0,0.513,2.18E-02,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3207c; 5', Rv3206c",-167,-1231,0
490,candidate_491,3584009,3584039,1,A,30,66.516,0,0,0,0.801,1.00E+00,1.00E+00,AS,,Rv3207c,-649,-238,0
491,candidate_492,3584312,3584420,1,A,108,94.376,0,1,0,0.701,8.61E-03,1.00E+00,AS,,Rv3207c,-346,-619,0
492,candidate_493,3585839,3585870,1,A,31,75.219,0,0,0,0.044,9.99E-01,1.00E+00,AS,,Rv3208A,-110,-193,0
493,candidate_494,3587738,3587798,1,A,60,136.41,0.376,0,0,0.712,5.44E-12,6.87E-09,Within 5'/3' UTRs,"5', Rv3211",,199,0,0
494,candidate_495,3590645,3590679,1,A,34,137.971,1.43,1,0,0.001,8.38E-01,1.00E+00,AS to 5'/3' UTRs,"3', Rv3212","3', Rv3213c",28,13,0
495,candidate_496,3595502,3595638,1,A,136,228.285,2.055,1,0,0.596,1.29E-04,1.42E-01,Within 5'/3' UTRs,"3', Rv3218; 5', Rv3219",,69,75,0
496,candidate_497,3595977,3596017,1,A,40,166.829,0.76,0,1,0.001,1.00E+00,1.00E+00,AS to 5'/3' UTRs,"3', Rv3219","3', Rv3220c",10,12,0
497,candidate_498,3597808,3598107,1,A,299,625.467,1.036,1,0,0.203,0.00E+00,0.00E+00,AS to 5'/3' UTRs,,"3', Rv3221A; 5', Rv3221c",-548,-56,1
498,candidate_499,3599337,3599399,1,A,62,235.429,0,1,0,0.758,3.22E-01,1.00E+00,AS,,Rv3223c,-214,-498,0
499,candidate_500,3611149,3611206,1,A,57,249.241,0.493,1,0,0.431,1.08E-03,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3234c",-40,-832,0
500,candidate_501,3619942,3619972,1,A,30,112.774,0,0,0,0.974,9.87E-01,1.00E+00,AS,,Rv3240c,-589,-2290,0
501,candidate_502,3621093,3621125,1,A,32,125.909,0,1,0,0.435,9.83E-01,1.00E+00,AS,,Rv3241c,-161,-515,0
502,candidate_503,3621270,3621322,1,A,52,3063.094,2.451,1,0,0.431,3.86E-03,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3241c",16,248,0
503,candidate_504,3621358,3621470,1,A,112,427.867,1.232,0,0,0.566,1.31E-01,1.00E+00,Intergenic,,,104,100,0
504,candidate_505,3640300,3640377,1,A,77,190.487,4.859,1,0,0.344,6.96E-01,1.00E+00,Intergenic,,,159,166,0
505,candidate_506,3650185,3650234,1,A,49,553,0.099,1,0,0.579,0.00E+00,0.00E+00,Within 5'/3' UTRs,"3', Rv3268; 5', Rv3269",,76,0,0
506,candidate_507,3671880,3671928,1,A,48,134.878,0,1,0,0.84,7.22E-01,1.00E+00,AS,,Rv3291c,-417,-83,0
507,candidate_508,3671967,3671998,1,A,31,74.25,0,0,0,0.583,9.99E-01,1.00E+00,AS,,Rv3291c,-330,-153,0
508,candidate_509,3672059,3672176,1,A,117,187.534,0,1,0,0.859,4.25E-01,1.00E+00,AS,,Rv3291c,-238,-331,0
509,candidate_510,3709656,3709699,1,A,43,150.318,0,0,0,0.828,9.97E-01,1.00E+00,AS,,Rv3323c,-58,-650,0
510,candidate_511,3730009,3730047,1,A,38,209.872,0,1,0,0.108,9.71E-01,1.00E+00,AS,,Rv3343c,-6926,-683,0
511,candidate_512,3824431,3824520,1,A,89,397.056,0,1,0,0.274,8.32E-01,1.00E+00,AS,,Rv3404c,-153,-640,0
512,candidate_513,3827172,3827244,1,A,72,105.205,0,0,0,0.29,1.39E-04,1.53E-01,AS,,Rv3409c,-1555,-253,0
513,candidate_514,3827406,3827522,1,A,116,110.513,0,0,1,0.146,7.61E-01,1.00E+00,AS,,Rv3409c,-1321,-531,0
514,candidate_515,3827685,3827727,1,A,42,100.907,0,0,0,0.035,4.83E-01,1.00E+00,AS,,Rv3409c,-1042,-736,0
515,candidate_516,3827803,3827881,1,A,78,427.329,0,0,0,0.457,1.46E-02,1.00E+00,AS,,Rv3409c,-924,-890,0
516,candidate_517,3829895,3829938,1,A,43,121.636,0,1,0,0.303,8.58E-07,1.00E-03,AS to 5'/3' UTRs,,"3', Rv3411c; 5' Rv3410c",-1624,-1155,0
517,candidate_518,3833581,3833611,1,A,30,92.742,0,0,0,0.614,9.97E-01,1.00E+00,AS,,Rv3414c,-95,-573,0
518,candidate_519,3855947,3855983,1,A,36,81.973,0,0,0,0.858,7.89E-01,1.00E+00,AS,,Rv3436c,-942,-968,0
519,candidate_520,3877433,3877672,1,A,239,481.054,0.017,1,1,0.921,2.29E-08,2.75E-05,AS to 5'/3' UTRs,,"3', Rv3457c; 5', Rv3456c",-1074,-208,0
520,candidate_521,3878670,3878794,1,A,124,234.664,0,1,0,0.841,6.39E-07,7.49E-04,AS,,Rv3458c,-594,-135,0
521,candidate_522,3878845,3878890,1,A,45,90.196,0,0,0,0.123,8.10E-01,1.00E+00,AS,,Rv3458c,-419,-231,0
522,candidate_523,3880506,3880547,1,A,41,447.095,0,0,0,0.026,9.93E-01,1.00E+00,AS,,Rv3462c,-147,-115,0
523,candidate_524,3880634,3880768,1,A,134,197.459,0.382,0,0,0.245,6.41E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3462c",-19,-336,0
524,candidate_525,3892483,3892527,1,A,44,84.467,0,0,0,0.579,6.04E-01,1.00E+00,AS,,Rv3476c,-1237,-156,0
525,candidate_526,3893960,3894002,1,A,42,104.163,0.102,1,0,0.246,5.23E-11,6.54E-08,Intergenic,,,240,91,0
526,candidate_527,3894034,3894067,1,A,33,116,0.102,0,0,0.598,9.98E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3477",,314,26,0
527,candidate_528,3902793,3902884,1,A,91,336.511,0.301,0,0,0.983,9.65E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3483c",-19,-734,0
528,candidate_529,3905697,3905732,1,A,35,160.056,0.136,1,0,0.228,9.73E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3486",,131,40,0
529,candidate_530,3913616,3913676,1,A,60,190.311,0,1,0,0.723,9.91E-01,1.00E+00,AS,,Rv3495c,-918,-296,0
530,candidate_531,3920889,3920947,1,A,58,296.458,0.138,0,0,0.872,3.82E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3501c",28,140,0
531,candidate_532,3937141,3937171,1,A,30,197.516,0,0,0,0.752,9.70E-01,1.00E+00,AS,,Rv3509c,-1283,-294,0
532,candidate_533,3957485,3957520,1,A,35,284.417,1.362,0,0,0.791,9.07E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3521",,117,1,0
533,candidate_534,3968149,3968180,1,A,31,612.313,0,1,0,0.87,9.98E-01,1.00E+00,AS,,Rv3531c,-795,-363,0
534,candidate_535,3985389,3985443,1,A,54,377.2,0,1,0,0.721,2.22E-01,1.00E+00,AS,,Rv3545c,-56,-1299,0
535,candidate_536,4009715,4009747,1,A,32,498.788,0,0,0,0.895,9.69E-01,1.00E+00,AS,,Rv3568c,-484,-450,0
536,candidate_537,4009835,4009865,1,A,30,155.032,0,1,0,0.296,1.00E+00,1.00E+00,AS,,Rv3568c,-364,-568,0
537,candidate_538,4012261,4012299,1,A,38,177.974,0.203,0,0,0.938,9.52E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3570c",-9,-1213,0
538,candidate_539,4016288,4016330,1,A,42,135.837,2.478,0,0,0.909,4.97E-07,5.84E-04,AS to 5'/3' UTRs,,"5', Rv3573c",76,154,0
539,candidate_540,4025441,4025570,1,A,129,1191.408,0.428,1,0,0.862,1.02E-06,1.19E-03,AS to 5'/3' UTRs,,"5', Rv3583c",-103,-514,1
540,candidate_541,4030458,4030493,1,A,35,161.278,0,1,0,0.663,9.99E-01,1.00E+00,AS to 5'/3' UTRs,"5', Rv3589","5', Rv3588c",-36,-622,0
541,candidate_542,4040633,4040673,1,A,40,100.537,0,0,0,0.01,9.92E-01,1.00E+00,AS,,Rv3596c,-71,-2515,0
542,candidate_543,4041229,4041369,1,A,140,315.56,0.646,0,0,0.386,9.98E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3598c; 5', Rv3597c",-90,-388,0
543,candidate_544,4041979,4042014,1,A,35,98.028,0,1,0,0.915,9.68E-01,1.00E+00,AS,,Rv3598c,-961,-591,0
544,candidate_545,4042079,4042164,1,A,85,103.07,0,1,1,0.093,9.80E-01,1.00E+00,AS,,Rv3598c,-861,-741,0
545,candidate_546,4048580,4048617,1,A,37,537.763,0,1,0,0.803,7.13E-01,1.00E+00,AS,,Rv3606c,-167,-436,0
546,candidate_547,4048662,4048747,1,A,85,233.802,0,0,1,0.284,8.01E-01,1.00E+00,AS,,"Rv3606c, Rv3607c",-483,-566,0
547,candidate_548,4052688,4052824,1,A,136,385.088,0,1,0,0.944,9.90E-01,1.00E+00,AS,,Rv3610c,-195,-2223,0
548,candidate_549,4052897,4052936,1,A,39,156.75,1.591,1,0,0.879,8.49E-01,1.00E+00,AS to 5'/3' UTRs,"5', Rv3611","5', Rv3610c",14,14,0
549,candidate_550,4054963,4055014,1,A,51,123,0,1,0,0.697,3.68E-04,3.98E-01,AS,,Rv3615c,-160,-202,0
550,candidate_551,4055874,4055933,1,A,59,112.917,0,0,0,0.547,5.43E-04,5.82E-01,AS,,Rv3616c,-501,-736,0
551,candidate_552,4056307,4056445,1,A,138,242.784,0.069,1,0,0.774,5.68E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3616c",-68,-1248,0
552,candidate_553,4063579,4063620,1,A,41,168.238,0,0,0,0.027,5.71E-03,1.00E+00,AS,,Rv3624c,-325,-366,0
553,candidate_554,4071679,4071791,1,A,112,355.08,0.137,1,0,0.834,0.00E+00,0.00E+00,Within 5'/3' UTRs,"5', Rv3633",,99,0,0
554,candidate_555,4073132,4073162,1,A,30,137.419,0,0,0,0.281,7.59E-01,1.00E+00,AS,,Rv3634c,-479,-495,0
555,candidate_556,4079742,4079811,1,A,69,479.3,0.103,0,0,0.001,0.00E+00,0.00E+00,AS to 5'/3' UTRs,,"5', Rv3640c",-7,-1291,0
556,candidate_557,4081405,4081439,1,A,34,120.714,0.004,0,0,0.682,1.00E+00,1.00E+00,AS to 5'/3' UTRs,"3', Rv3643","5', Rvnt39",-32,-74,0
557,candidate_558,4085189,4085219,1,A,30,100.742,0,1,0,0.204,7.62E-01,1.00E+00,AS,,Rv3646c,-2068,-766,0
558,candidate_559,4085340,4085464,1,A,124,853.552,0,1,0,0.645,9.57E-02,1.00E+00,AS,,Rv3646c,-1917,-1011,0
559,candidate_560,4088650,4088710,1,A,60,1691.131,6.094,1,0,0.125,8.69E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3649",,119,71,0
560,candidate_561,4100684,4100816,1,A,132,167.038,2.374,0,1,0.804,0.00E+00,0.00E+00,Intergenic,,,174,449,0
561,candidate_562,4100900,4100977,1,A,77,322.859,0.439,0,0,0.025,0.00E+00,0.00E+00,Intergenic,,,390,288,0
562,candidate_563,4105658,4105756,1,A,98,494.394,0,1,0,0.394,4.23E-01,1.00E+00,AS,,Rv3665c,-1426,-297,0
563,candidate_564,4110458,4110503,1,A,45,184.913,0.063,0,0,0.842,8.65E-02,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3668c",-23,-720,0
564,candidate_565,4118485,4118545,1,A,60,450.328,0,1,0,0.059,9.17E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3678A; 5', Rv3678c",-206,-486,0
565,candidate_566,4118585,4118672,1,A,87,178.784,0,0,0,0.249,9.05E-02,1.00E+00,AS,,Rv3678A,-106,-142,0
566,candidate_567,4140208,4140238,1,A,30,120.548,0,1,0,0.893,8.50E-01,1.00E+00,AS,,Rv3697c,-34,-433,0
567,candidate_568,4152889,4152922,1,A,33,491.265,0,0,0,0.829,6.21E-01,1.00E+00,AS,,Rv3709c,-594,-704,0
568,candidate_569,4153718,4153769,1,A,51,159.942,0.791,0,0,0.875,1.08E-07,1.28E-04,Within 5'/3' UTRs,"5', Rv3710",,235,91,0
569,candidate_570,4160939,4160976,1,A,37,250.289,2.124,1,0,0.038,1.57E-09,1.92E-06,AS to 5'/3' UTRs,"5', Rv3717","5', Rv3716c",26,72,0
570,candidate_571,4171143,4171330,1,A,187,322.537,0.112,0,0,0.145,6.88E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv3725",,0,91,0
571,candidate_572,4189855,4189898,1,A,43,231.409,0,0,0,0.364,5.09E-02,1.00E+00,AS,,Rv3738c,-377,-613,0
572,candidate_573,4198458,4198519,1,A,61,221.71,0,1,0,0.752,7.10E-01,1.00E+00,AS,,Rv3750c,-139,-314,0
573,candidate_574,4201370,4201407,1,A,37,105,0,0,0,0.637,9.51E-01,1.00E+00,AS,,Rv3755c,-518,-118,0
574,candidate_575,4201681,4201738,1,A,57,680.862,0,1,0,0.846,9.57E-01,1.00E+00,AS,,Rv3755c,-207,-449,0
575,candidate_576,4213369,4213408,1,A,39,441.525,0,1,0,0.917,8.10E-01,1.00E+00,AS,,Rv3767c,-571,-412,0
576,candidate_577,4263018,4263054,1,A,36,242.892,0,0,0,0.219,7.87E-01,1.00E+00,AS,,Rv3801c,-48,-1901,0
577,candidate_578,4264694,4264732,1,A,38,172.564,0,0,0,0.647,1.14E-01,1.00E+00,AS,,Rv3803c,-768,-169,0
578,candidate_579,4266704,4266737,1,A,33,251.618,0.942,0,0,0.35,9.98E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3804c",46,216,0
579,candidate_580,4272517,4272644,1,A,127,325.008,0,1,0,0.993,0.00E+00,0.00E+00,AS,,Rv3809c,-958,-368,0
580,candidate_581,4281335,4281452,1,A,117,437.551,0,0,0,0.312,1.63E-04,1.78E-01,AS,,Rv3816c,-236,-660,0
581,candidate_582,4281488,4281543,1,A,55,139,0,1,0,0.933,6.68E-01,1.00E+00,AS,,Rv3816c,-83,-751,0
582,candidate_583,4285597,4285654,1,A,57,244.017,0,0,0,0.382,1.24E-01,1.00E+00,AS,,Rv3820c,-228,-1235,0
583,candidate_584,4291362,4291392,1,A,30,72.774,0,0,0,0.772,9.23E-01,1.00E+00,AS,,Rv3823c,-167,-3132,0
584,candidate_585,4291619,4291650,1,A,31,120.063,0.086,0,1,0.314,9.15E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3824c",-1555,-11,0
585,candidate_586,4314799,4315001,1,A,202,596.488,0,0,0,0.002,0.00E+00,0.00E+00,AS,"3', Rv3841",Rv3842c,-763,-263,0
586,candidate_587,4315515,4315592,1,A,77,116.654,0,1,1,0.624,1.27E-02,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3843c; 5', Rv3842c",-1081,-854,0
587,candidate_588,4316133,4316213,1,A,80,133.346,0,0,0,0.107,7.28E-01,1.00E+00,AS,,Rv3843c,-463,-645,0
588,candidate_589,4320595,4320644,1,A,49,222.44,0.5,0,1,0.151,4.73E-02,1.00E+00,Within 5'/3' UTRs,"5', Rv3846",,955,60,0
589,candidate_590,4332298,4332392,1,A,94,131.063,0,1,0,0.089,8.60E-01,1.00E+00,AS,,Rv3859c,-3783,-894,0
590,candidate_591,4332796,4332833,1,A,37,140,0,0,1,0.06,9.86E-01,1.00E+00,AS,,Rv3859c,-3285,-1335,0
