,name,end,start,strand,source
652,Rv0641,736224,735517,1,Refseq
653,Rv0642c,737203,736298,0,Refseq
654,Rv0643c,738149,737268,0,Refseq
655,Rv0644c,739160,738297,0,Refseq
656,Rv0645c,740187,739327,0,Refseq
657,Rv0646c,741139,740234,0,Refseq
658,Rv0647c,742617,741151,0,Refseq
659,Rv0648,746366,742719,1,Refseq
660,Rv0649,747037,746363,1,Refseq
661,Rv0650,747945,747037,1,Refseq
662,Rv0651,748812,748276,1,Refseq
663,Rv0652,749241,748849,1,Refseq
664,Rv0653c,749929,749234,0,Refseq
665,Rv0654,751505,750000,1,Refseq
666,Rv0655,752596,751517,1,Refseq
667,Rv0656c,753367,752984,0,Refseq
668,Rv0657c,753617,753462,0,Refseq
669,Rv0658c,754409,753693,0,Refseq
670,Rv0659c,754993,754685,0,Refseq
671,Rv0660c,755225,754980,0,Refseq
672,Rv0661c,755772,755335,0,Refseq
673,Rv0662c,756137,755769,0,Refseq
674,Rv0663,758500,756137,1,Refseq
675,Rv0664,758804,758532,1,Refseq
676,Rv0665,759139,758801,1,Refseq
677,Rv0666,759309,759136,1,Refseq
678,Rv0667,763325,759807,1,Refseq
679,Rv0668,767320,763370,1,Refseq
680,Rv0669c,769597,767684,0,Refseq
681,Rv0670,770550,769792,1,Refseq
682,Rv0671,771424,770582,1,Refseq
683,Rv0672,773112,771484,1,Refseq
684,Rv0673,774061,773123,1,Refseq
685,Rv0674,774786,774064,1,Refseq
686,Rv0675,775574,774783,1,Refseq
687,Rv0676c,778480,775586,0,Refseq
688,Rv0677c,778905,778477,0,Refseq
689,Rv0678,779487,778990,1,Refseq
690,Rv0679c,780040,779543,0,Refseq
691,Rv0680c,780416,780042,0,Refseq
692,Rv0681,781311,780721,1,Refseq
693,Rv0682,781934,781560,1,Refseq
694,Rv0683,782404,781934,1,Refseq
695,Rv0684,784590,782485,1,Refseq
696,Rv0685,786011,784821,1,Refseq
697,Rv0686,786946,786149,1,Refseq
698,Rv0687,787926,787099,1,Refseq
699,Rv0688,789160,787940,1,Refseq
700,Rv0689c,789411,789157,0,Refseq
701,Rv0690c,791073,790024,0,Refseq
702,Rv0691c,791666,791070,0,Refseq
703,Rv0692,792160,791831,1,Refseq
704,Rv0693,793332,792157,1,Refseq
705,Rv0694,794525,793335,1,Refseq
706,Rv0695,795470,794715,1,Refseq
707,Rv0696,796931,795519,1,Refseq
708,Rv0697,798372,796933,1,Refseq
709,Rv0698,799444,798833,1,Refseq
710,Rv0699,799850,799629,1,Refseq
711,Rv0700,800792,800487,1,Refseq
712,Rv0701,801462,800809,1,Refseq
713,Rv0702,802133,801462,1,Refseq
714,Rv0703,802435,802133,1,Refseq
715,Rv0704,803370,802528,1,Refseq
716,Rv0705,803692,803411,1,Refseq
717,Rv0706,804282,803689,1,Refseq
718,Rv0707,805106,804282,1,Refseq
719,Rv0708,805526,805110,1,Refseq
720,Rv0709,805759,805526,1,Refseq
721,Rv0710,806166,805756,1,Refseq
722,Rv0711,808698,806335,1,Refseq
723,Rv0712,809645,808746,1,Refseq
724,Rv0713,810887,809946,1,Refseq
725,Rv0714,811741,811373,1,Refseq
726,Rv0715,812059,811742,1,Refseq
727,Rv0716,812622,812059,1,Refseq
728,Rv0717,812812,812627,1,Refseq
729,Rv0718,813374,812976,1,Refseq
730,Rv0719,813937,813398,1,Refseq
731,Rv0720,814308,813940,1,Refseq
732,Rv0721,814990,814328,1,Refseq
733,Rv0722,815190,814993,1,Refseq
734,Rv0723,815630,815190,1,Refseq
735,Rv0724,817534,815663,1,Refseq
736,Rv0724A,817866,817531,0,Refseq
737,Rv0725c,818444,817539,0,Refseq
738,Rv0726c,819640,818537,0,Refseq
739,Rv0727c,820499,819843,0,Refseq
740,Rv0728c,821476,820496,0,Refseq
741,Rv0729,822853,821507,1,Refseq
742,Rv0730,823594,822866,1,Refseq
743,Rv0731c,824639,823683,0,Refseq
744,Rv0732,826125,824800,1,Refseq
745,Rv0733,826667,826122,1,Refseq
746,Rv0734,827470,826670,1,Refseq
747,Rv0735,828076,827543,1,Refseq
748,Rv0736,828892,828140,1,Refseq
749,Rv0737,829704,829207,1,Refseq
750,Rv0738,830610,830062,1,Refseq
751,Rv0739,831661,830855,1,Refseq
752,Rv0740,832303,831776,1,Refseq
753,Rv0741,832848,832534,1,Refseq
754,Rv0742,833508,832981,1,Refseq
755,Rv0743c,834443,833886,0,Refseq
756,Rv0744c,834946,834440,0,Refseq
757,Rv0745,835681,835154,1,Refseq
758,Rv0746,838052,835701,1,Refseq
759,Rv0747,840856,838451,1,Refseq
760,Rv0748,841204,840947,1,Refseq
761,Rv0749,841656,841228,1,Refseq
762,Rv0749A,841874,841737,0,Refseq
763,Rv0750,842278,842033,1,Refseq
764,Rv0751c,843231,842347,0,Refseq
765,Rv0752c,844414,843242,0,Refseq
766,Rv0753c,845953,844421,0,Refseq
767,Rv0754,847913,846159,1,Refseq
768,Rv0755A,850527,850342,0,Refseq
769,Rv0755c,850040,848103,0,Refseq
770,Rv0756c,851466,850741,0,Refseq
771,Rv0757,852351,851608,1,Refseq
772,Rv0758,853853,852396,1,Refseq
773,Rv0759c,854157,853825,0,Refseq
774,Rv0760c,854686,854267,0,Refseq
775,Rv0761c,855826,854699,0,Refseq
776,Rv0762c,856470,855925,0,Refseq
777,Rv0763c,856679,856473,0,Refseq
778,Rv0764c,858037,856682,0,Refseq
779,Rv0765c,858864,858037,0,Refseq
780,Rv0766c,860072,858864,0,Refseq
781,Rv0767c,860710,860069,0,Refseq
782,Rv0768,862381,860912,1,Refseq
783,Rv0769,863158,862412,1,Refseq
784,Rv0770,864143,863256,1,Refseq
785,Rv0771,864574,864140,1,Refseq
786,Rv0772,865854,864586,1,Refseq
787,Rv0773c,867389,865851,0,Refseq
788,Rv0774c,868351,867440,0,Refseq
789,Rv0775,869030,868407,1,Refseq
790,Rv0776c,869763,868984,0,Refseq
791,Rv0777,871426,870008,1,Refseq
792,Rv0778,872675,871431,1,Refseq
793,Rv0779c,873292,872672,0,Refseq
794,Rv0780,874236,873343,1,Refseq
795,Rv0781,874943,874233,1,Refseq
796,Rv0782,876390,874732,1,Refseq
797,Rv0783c,878440,876818,0,Refseq
798,Rv0784,879324,878638,1,Refseq
799,Rv0785,881040,879340,1,Refseq
800,Rv0786c,881464,881075,0,Refseq
801,Rv0787,882418,881459,1,Refseq
802,Rv0787A,882763,882524,1,Refseq
803,Rv0788,883434,882760,1,Refseq
804,Rv0789c,884050,883451,0,Refseq
805,Rv0790c,884800,884072,0,Refseq
806,Rv0791c,885840,884797,0,Refseq
807,Rv0792c,886646,885837,0,Refseq
808,Rv0793,887024,886719,1,Refseq
809,Rv0794c,888636,887137,0,Refseq
810,Rv0795,889398,889072,1,Refseq
811,Rv0796,890333,889395,1,Refseq
812,Rv0797,891482,890388,1,Refseq
813,Rv0798c,892269,891472,0,Refseq
814,Rv0799c,893273,892266,0,Refseq
815,Rv0800,894619,893318,1,Refseq
816,Rv0801,894978,894631,1,Refseq
817,Rv0802c,895628,894972,0,Refseq
818,Rv0803,898084,895820,1,Refseq
819,Rv0804,898710,898081,1,Refseq
820,Rv0805,899787,898831,1,Refseq
821,Rv0806c,901330,899732,0,Refseq
822,Rv0807,902024,901635,1,Refseq
823,Rv0808,903694,902111,1,Refseq
824,Rv0809,904819,903725,1,Refseq
825,Rv0810c,905087,904905,0,Refseq
826,Rv0811c,906340,905234,0,Refseq
827,Rv0812,907292,906423,1,Refseq
828,Rv0813c,908018,907338,0,Refseq
829,Rv0814c,908483,908181,0,Refseq
830,Rv0815c,909318,908485,0,Refseq
831,Rv0816c,910033,909611,0,Refseq
832,Rv0817c,910842,910030,0,Refseq
833,Rv0818,911739,910972,1,Refseq
834,Rv0819,912683,911736,1,Refseq
835,Rv0820,913502,912726,1,Refseq
836,Rv0821c,914199,913558,0,Refseq
837,Rv0822c,916311,914257,0,Refseq
838,Rv0823c,917646,916477,0,Refseq
839,Rv0824c,918750,917734,0,Refseq
840,Rv0825c,919553,918912,0,Refseq
841,Rv0826,920689,919634,1,Refseq
842,Rv0827c,921133,920741,0,Refseq
843,Rv0828c,921613,921191,0,Refseq
844,Rv0829,921865,921575,1,Refseq
845,Rv0830,922875,921970,1,Refseq
846,Rv0831c,923709,922894,0,Refseq
847,Rv0832,925364,924951,1,Refseq
848,Rv0833,927610,925361,1,Refseq
849,Rv0834c,930485,927837,0,Refseq
850,Rv0835,931597,930953,1,Refseq
851,Rv0836c,932932,932279,0,Refseq
852,Rv0837c,934031,933003,0,Refseq
853,Rv0838,935490,934720,1,Refseq
854,Rv0839,936389,935577,1,Refseq
855,Rv0840c,937317,936457,0,Refseq
856,Rv0841,937835,937593,1,Refseq
857,Rv0842,939404,938112,1,Refseq
858,Rv0843,940392,939388,1,Refseq
859,Rv0844c,941106,940456,0,Refseq
860,Rv0845,942467,941190,1,Refseq
861,Rv0846c,944194,942680,0,Refseq
862,Rv0847,944735,944343,1,Refseq
863,Rv0848,946056,944938,1,Refseq
864,Rv0849,947315,946056,1,Refseq
865,Rv0850,947644,947312,1,Refseq
866,Rv0851c,948468,947641,0,Refseq
867,Rv0852,949395,948559,1,Refseq
868,Rv0853c,951118,949436,0,Refseq
869,Rv0854,951626,951183,1,Refseq
870,Rv0855,952711,951632,1,Refseq
871,Rv0856,953229,952825,1,Refseq
872,Rv0857,953730,953257,1,Refseq
873,Rv0858c,954920,953727,0,Refseq
874,Rv0859,956288,955077,1,Refseq
875,Rv0860,958455,956293,1,Refseq
876,Rv0861c,960151,958523,0,Refseq
877,Rv0862c,962612,960342,0,Refseq
878,Rv0863,962880,962599,1,Refseq
879,Rv0864,963393,962890,1,Refseq
880,Rv0865,963872,963390,1,Refseq
881,Rv0866,964294,963869,1,Refseq
882,Rv0867c,965535,964312,0,Refseq
883,Rv0868c,966261,965983,0,Refseq
884,Rv0869c,967347,966265,0,Refseq
885,Rv0870c,967733,967344,0,Refseq
886,Rv0871,968305,967898,1,Refseq
887,Rv0872c,970244,968424,0,Refseq
888,Rv0873,972457,970505,1,Refseq
889,Rv0874c,973706,972546,0,Refseq
890,Rv0875c,974294,973806,0,Refseq
891,Rv0876c,975937,974291,0,Refseq
892,Rv0877,976863,976075,1,Refseq
893,Rv0878c,978203,976872,0,Refseq
894,Rv0879c,978756,978481,0,Refseq
895,Rv0880,979365,978934,1,Refseq
896,Rv0881,980228,979362,1,Refseq
897,Rv0882,980509,980225,1,Refseq
898,Rv0883c,981267,980506,0,Refseq
899,Rv0884c,982554,981424,0,Refseq
900,Rv0885,983784,982762,1,Refseq
901,Rv0886,985530,983803,1,Refseq
902,Rv0887c,985971,985513,0,Refseq
903,Rv0888,988705,987233,1,Refseq
904,Rv0889c,989861,988740,0,Refseq
905,Rv0890c,992596,989948,0,Refseq
906,Rv0891c,993455,992598,0,Refseq
907,Rv0892,995340,993853,1,Refseq
908,Rv0893c,996295,995318,0,Refseq
909,Rv0894,997705,996524,1,Refseq
910,Rv0895,999299,997782,1,Refseq
911,Rv0896,1000767,999472,1,Refseq
912,Rv0897c,1002415,1000808,0,Refseq
913,Rv0898c,1002704,1002441,0,Refseq
914,Rv0899,1003792,1002812,1,Refseq
915,Rv0900,1003957,1003805,1,Refseq
916,Rv0901,1004484,1003957,1,Refseq
917,Rv0902c,1005841,1004501,0,Refseq
918,Rv0903c,1006562,1005852,0,Refseq
919,Rv0904c,1008180,1006693,0,Refseq
920,Rv0905,1008938,1008207,1,Refseq
921,Rv0906,1010062,1008944,1,Refseq
922,Rv0907,1011734,1010136,1,Refseq
923,Rv0908,1014124,1011731,1,Refseq
924,Rv0909,1014860,1014681,1,Refseq
925,Rv0910,1015300,1014866,1,Refseq
926,Rv0911,1016171,1015398,1,Refseq
927,Rv0912,1016685,1016236,1,Refseq
928,Rv0913c,1018725,1017217,0,Refseq
929,Rv0914c,1019965,1018727,0,Refseq
930,Rv0915c,1021329,1020058,0,Refseq
931,Rv0916c,1021643,1021344,0,Refseq
932,Rv0917,1023868,1022087,1,Refseq
933,Rv0918,1024687,1024211,1,Refseq
934,Rv0919,1025184,1024684,1,Refseq
935,Rv0920c,1026816,1025497,0,Refseq
936,Rv0921,1027685,1027104,1,Refseq
937,Rv0922,1029337,1027685,1,Refseq
938,Rv0923c,1030577,1029513,0,Refseq
939,Rv0924c,1031864,1030578,0,Refseq
940,Rv0925c,1032633,1031896,0,Refseq
941,Rv0926c,1033786,1032710,0,Refseq
942,Rv0927c,1034631,1033840,0,Refseq
943,Rv0928,1036015,1034903,1,Refseq
944,Rv0929,1037002,1036028,1,Refseq
945,Rv0930,1037925,1036999,1,Refseq
946,Rv0931c,1039914,1037920,0,Refseq
947,Rv0932c,1041048,1039936,0,Refseq
948,Rv0933,1042094,1041264,1,Refseq
949,Rv0934,1043239,1042115,1,Refseq
950,Rv0935,1044315,1043299,1,Refseq
951,Rv0936,1045222,1044317,1,Refseq
952,Rv0937c,1046020,1045199,0,Refseq
953,Rv0938,1048415,1046136,1,Refseq
954,Rv0939,1050346,1048412,1,Refseq
955,Rv0940c,1051459,1050593,0,Refseq
956,Rv0941c,1052317,1051544,0,Refseq
957,Rv0942,1052638,1052360,1,Refseq
958,Rv0943c,1053736,1052696,0,Refseq
959,Rv0944,1054241,1053765,1,Refseq
960,Rv0945,1055008,1054247,1,Refseq
961,Rv0946c,1056685,1055024,0,Refseq
962,Rv0948c,1057963,1057646,0,Refseq
963,Rv0949,1060575,1058260,1,Refseq
964,Rv0950c,1061654,1060656,0,Refseq
965,Rv0951,1063127,1061964,1,Refseq
966,Rv0952,1064051,1063140,1,Refseq
967,Rv0953c,1064962,1064114,0,Refseq
968,Rv0954,1066038,1065127,1,Refseq
969,Rv0955,1067445,1066078,1,Refseq
970,Rv0956,1068208,1067561,1,Refseq
971,Rv0957,1069776,1068205,1,Refseq
972,Rv0958,1071262,1069883,1,Refseq
973,Rv0959,1073273,1071255,1,Refseq
974,Rv0960,1073928,1073545,1,Refseq
975,Rv0961,1074421,1074074,1,Refseq
976,Rv0962c,1075114,1074440,0,Refseq
977,Rv0963c,1076097,1075297,0,Refseq
978,Rv0964c,1076678,1076196,0,Refseq
979,Rv0965c,1077197,1076778,0,Refseq
980,Rv0966c,1077835,1077233,0,Refseq
981,Rv0967,1078334,1077975,1,Refseq
982,Rv0968,1078687,1078391,1,Refseq
983,Rv0969,1081055,1078743,1,Refseq
984,Rv0970,1081684,1081052,1,Refseq
985,Rv0971c,1082584,1081775,0,Refseq
986,Rv0972c,1083750,1082584,0,Refseq
987,Rv0973c,1085750,1083747,0,Refseq
988,Rv0974c,1087345,1085756,0,Refseq
989,Rv0975c,1088496,1087348,0,Refseq
990,Rv0976c,1090175,1088493,0,Refseq
991,Rv0977,1093144,1090373,1,Refseq
992,Rv0978c,1094356,1093361,0,Refseq
993,Rv0979A,1095059,1094886,1,Refseq
994,Rv0979c,1094864,1094670,0,Refseq
995,Rv0980c,1096451,1095078,0,Refseq
996,Rv0981,1097508,1096816,1,Refseq
997,Rv0982,1099022,1097508,1,Refseq
998,Rv0983,1100460,1099066,1,Refseq
999,Rv0984,1101005,1100460,1,Refseq
1000,Rv0985c,1101480,1101025,0,Refseq
1001,Rv0986,1102549,1101803,1,Refseq
1002,Rv0987,1105109,1102542,1,Refseq
1003,Rv0988,1106276,1105116,1,Refseq
1004,Rv0989c,1107382,1106405,0,Refseq
1005,Rv0990c,1108099,1107443,0,Refseq
1006,Rv0991c,1108504,1108172,0,Refseq
1007,Rv0992c,1109171,1108578,0,Refseq
1008,Rv0993,1110192,1109272,1,Refseq
1009,Rv0994,1111549,1110269,1,Refseq
1010,Rv0995,1112223,1111612,1,Refseq
1011,Rv0996,1113460,1112384,1,Refseq
1012,Rv0997,1114724,1114293,1,Refseq
1013,Rv0998,1115749,1114748,1,Refseq
1014,Rv0999,1116525,1115767,1,Refseq
1015,Rv1000c,1117148,1116531,0,Refseq
1016,Rv1001,1118393,1117185,1,Refseq
1017,Rv1002c,1119939,1118428,0,Refseq
1018,Rv1003,1120879,1120022,1,Refseq
1019,Rv1004c,1122148,1120889,0,Refseq
1020,Rv1005c,1123598,1122222,0,Refseq
1021,Rv1006,1125417,1123714,1,Refseq
1022,Rv1007c,1127003,1125444,0,Refseq
1023,Rv1008,1127883,1127089,1,Refseq
1024,Rv1009,1129179,1128091,1,Refseq
1025,Rv1010,1130105,1129152,1,Refseq
1026,Rv1011,1131111,1130191,1,Refseq
1027,Rv1012,1131421,1131128,1,Refseq
1028,Rv1013,1133259,1131625,1,Refseq
1029,Rv1014c,1133908,1133333,0,Refseq
1030,Rv1015c,1134568,1133921,0,Refseq
1031,Rv1016c,1135465,1134785,0,Refseq
1032,Rv1017c,1136481,1135501,0,Refseq
1033,Rv1018c,1138060,1136573,0,Refseq
1034,Rv1019,1138908,1138315,1,Refseq
1035,Rv1020,1142671,1138967,1,Refseq
1036,Rv1021,1143648,1142671,1,Refseq
1037,Rv1022,1144467,1143736,1,Refseq
1038,Rv1023,1145853,1144564,1,Refseq
1039,Rv1024,1146544,1145858,1,Refseq
1040,Rv1025,1147028,1146561,1,Refseq
1041,Rv1026,1147978,1147019,1,Refseq
1042,Rv1027c,1149107,1148427,0,Refseq
1043,Rv1028A,1152012,1151920,1,Refseq
1044,Rv1028c,1151686,1149104,0,Refseq
1045,Rv1029,1153727,1152012,1,Refseq
1046,Rv1030,1155853,1153724,1,Refseq
1047,Rv1031,1156422,1155853,1,Refseq
1048,Rv1032c,1157955,1156426,0,Refseq
1049,Rv1033c,1158736,1157963,0,Refseq
1050,Rv1034c,1159307,1158918,0,Refseq
1051,Rv1035c,1160061,1159375,0,Refseq
1052,Rv1036c,1160433,1160095,0,Refseq
1053,Rv1037c,1160828,1160544,0,Refseq
1054,Rv1038c,1161151,1160855,0,Refseq
1055,Rv1039c,1162472,1161297,0,Refseq
1056,Rv1040c,1163376,1162549,0,Refseq
1057,Rv1041c,1165435,1164572,0,Refseq
1058,Rv1042c,1165499,1165092,0,Refseq
1059,Rv1043c,1166806,1165781,0,Refseq
1060,Rv1044,1167676,1167053,1,Refseq
1061,Rv1045,1168554,1167673,1,Refseq
1062,Rv1046c,1169228,1168704,0,Refseq
1063,Rv1047,1170670,1169423,1,Refseq
1064,Rv1048c,1172153,1171038,0,Refseq
1065,Rv1049,1172832,1172386,1,Refseq
1066,Rv1050,1173786,1172881,1,Refseq
1067,Rv1051c,1174700,1173945,0,Refseq
1068,Rv1052,1176112,1175723,1,Refseq
1069,Rv1053c,1176286,1176011,0,Refseq
1070,Rv1054,1177242,1176928,1,Refseq
1071,Rv1055,1177373,1177239,1,Refseq
1072,Rv1056,1178392,1177628,1,Refseq
1073,Rv1057,1180577,1179396,1,Refseq
1074,Rv1058,1182315,1180684,1,Refseq
1075,Rv1059,1183455,1182391,1,Refseq
1076,Rv1060,1183981,1183508,1,Refseq
1077,Rv1061,1184878,1184015,1,Refseq
1078,Rv1062,1185740,1184883,1,Refseq
1079,Rv1063c,1186823,1185741,0,Refseq
1080,Rv1064c,1187323,1186904,0,Refseq
1081,Rv1065,1188001,1187435,1,Refseq
1082,Rv1066,1188393,1187998,1,Refseq
1083,Rv1067c,1190424,1188421,0,Refseq
1084,Rv1068c,1192148,1190757,0,Refseq
1085,Rv1069c,1194273,1192510,0,Refseq
1086,Rv1070c,1195043,1194270,0,Refseq
1087,Rv1071c,1196092,1195055,0,Refseq
1088,Rv1072,1197115,1196279,1,Refseq
1089,Rv1073,1198082,1197231,1,Refseq
1090,Rv1074c,1199373,1198156,0,Refseq
1091,Rv1075c,1200370,1199426,0,Refseq
1092,Rv1076,1201660,1200767,1,Refseq
1093,Rv1077,1203111,1201717,1,Refseq
1094,Rv1078,1204035,1203313,1,Refseq
1095,Rv1079,1205233,1204067,1,Refseq
1096,Rv1080c,1205798,1205304,0,Refseq
1097,Rv1081c,1206418,1205984,0,Refseq
1098,Rv1082,1207386,1206520,1,Refseq
1099,Rv1083,1207649,1207383,1,Refseq
1100,Rv1084,1209657,1207636,1,Refseq
1101,Rv1085c,1210484,1209756,0,Refseq
1102,Rv1086,1211383,1210595,1,Refseq
1103,Rv1087,1213863,1211560,1,Refseq
1104,Rv1087A,1214360,1214040,1,Refseq
1105,Rv1088,1214947,1214513,1,Refseq
1106,Rv1089,1215131,1214769,1,Refseq
1107,Rv1089A,1215621,1215517,1,Refseq
1108,Rv1090,1216054,1215599,1,Refseq
1109,Rv1091,1219030,1216469,1,Refseq
1110,Rv1092c,1220186,1219248,0,Refseq
1111,Rv1093,1221854,1220574,1,Refseq
1112,Rv1094,1222786,1221959,1,Refseq
1113,Rv1095,1224298,1222997,1,Refseq
1114,Rv1096,1225260,1224385,1,Refseq
1115,Rv1097c,1226144,1225263,0,Refseq
1116,Rv1098c,1227565,1226141,0,Refseq
1117,Rv1099c,1228582,1227596,0,Refseq
1118,Rv1100,1229384,1228683,1,Refseq
1119,Rv1101c,1230548,1229391,0,Refseq
1120,Rv1102c,1230971,1230660,0,Refseq
1121,Rv1103c,1231291,1230971,0,Refseq
1122,Rv1104,1231990,1231301,1,Refseq
1123,Rv1105,1232826,1232311,1,Refseq
1124,Rv1106c,1233956,1232844,0,Refseq
1125,Rv1107c,1234223,1233966,0,Refseq
1126,Rv1108c,1235460,1234213,0,Refseq
1127,Rv1109c,1236095,1235457,0,Refseq
1128,Rv1110,1237192,1236185,1,Refseq
1129,Rv1111c,1238192,1237209,0,Refseq
1130,Rv1112,1239328,1238255,1,Refseq
1131,Rv1113,1239613,1239416,1,Refseq
1132,Rv1114,1239984,1239610,1,Refseq
1133,Rv1115,1240885,1240187,1,Refseq
1134,Rv1116,1241188,1241003,1,Refseq
1135,Rv1116A,1241390,1241115,0,Refseq
1136,Rv1117,1241956,1241633,1,Refseq
1137,Rv1118c,1242831,1241971,0,Refseq
1138,Rv1119c,1243013,1242864,0,Refseq
1139,Rv1120c,1243504,1243010,0,Refseq
1140,Rv1121,1245107,1243707,1,Refseq
1141,Rv1122,1246151,1245129,1,Refseq
1142,Rv1123c,1247052,1246144,0,Refseq
1143,Rv1124,1248077,1247127,1,Refseq
1144,Rv1125,1249326,1248082,1,Refseq
1145,Rv1126c,1249935,1249330,0,Refseq
1146,Rv1127c,1251404,1249932,0,Refseq
1147,Rv1128c,1252972,1251617,0,Refseq
1148,Rv1129c,1254534,1253074,0,Refseq
1149,Rv1130,1256135,1254555,1,Refseq
1150,Rv1131,1257313,1256132,1,Refseq
1151,Rv1132,1259055,1257325,1,Refseq
1152,Rv1133c,1261346,1259067,0,Refseq
1153,Rv1134,1262158,1261922,1,Refseq
1154,Rv1135A,1264556,1264314,1,Refseq
1155,Rv1135c,1264128,1262272,0,Refseq
1156,Rv1136,1264947,1264606,1,Refseq
1157,Rv1137c,1265455,1265087,0,Refseq
1158,Rv1138c,1266488,1265472,0,Refseq
1159,Rv1139c,1266985,1266485,0,Refseq
1160,Rv1140,1268195,1267347,1,Refseq
1161,Rv1141c,1269009,1268203,0,Refseq
1162,Rv1142c,1269958,1269152,0,Refseq
1163,Rv1143,1271144,1270062,1,Refseq
1164,Rv1144,1271908,1271156,1,Refseq
1165,Rv1145,1273334,1272423,1,Refseq
1166,Rv1146,1274767,1273355,1,Refseq
1167,Rv1147,1275550,1274900,1,Refseq
1168,Rv1148c,1277748,1276300,0,Refseq
1169,Rv1149,1278300,1277893,1,Refseq
1170,Rv1151c,1279617,1278904,0,Refseq
1171,Rv1152,1280020,1279655,1,Refseq
1172,Rv1153c,1280846,1279998,0,Refseq
1173,Rv1154c,1281484,1280843,0,Refseq
1174,Rv1155,1281872,1281429,1,Refseq
1175,Rv1156,1282893,1282306,1,Refseq
1176,Rv1157c,1284171,1283056,0,Refseq
1177,Rv1158c,1284862,1284179,0,Refseq
1178,Rv1159,1286287,1284992,1,Refseq
1179,Rv1159A,1286568,1286284,0,Refseq
1180,Rv1160,1287020,1286595,1,Refseq
1181,Rv1161,1291026,1287328,1,Refseq
1182,Rv1162,1292741,1291065,1,Refseq
1183,Rv1163,1293403,1292798,1,Refseq
1184,Rv1164,1294146,1293406,1,Refseq
1185,Rv1165,1296054,1294168,1,Refseq
1186,Rv1166,1298059,1296152,1,Refseq
1187,Rv1167c,1298692,1298087,0,Refseq
1188,Rv1168c,1299804,1298764,0,Refseq
1189,Rv1169c,1300124,1299822,0,Refseq
1190,Rv1170,1301215,1300304,1,Refseq
1191,Rv1171,1301747,1301307,1,Refseq
1192,Rv1172c,1302681,1301755,0,Refseq
1193,Rv1173,1305501,1302931,1,Refseq
1194,Rv1174c,1306001,1305669,0,Refseq
1195,Rv1175c,1308226,1306202,0,Refseq
1196,Rv1176c,1308792,1308223,0,Refseq
1197,Rv1177,1309331,1309005,1,Refseq
1198,Rv1178,1310452,1309364,1,Refseq
1199,Rv1179c,1313299,1310480,0,Refseq
1200,Rv1180,1315191,1313725,1,Refseq
1201,Rv1181,1319982,1315234,1,Refseq
1202,Rv1182,1321453,1320035,1,Refseq
1203,Rv1183,1324528,1321520,1,Refseq
1204,Rv1184c,1325611,1324532,0,Refseq
1205,Rv1185c,1327512,1325776,0,Refseq
1206,Rv1186c,1329305,1327689,0,Refseq
1207,Rv1187,1331021,1329390,1,Refseq
1208,Rv1188,1332010,1331021,1,Refseq
1209,Rv1189,1332964,1332092,1,Refseq
1210,Rv1190,1333858,1332980,1,Refseq
1211,Rv1191,1334845,1333931,1,Refseq
1212,Rv1192,1335754,1334927,1,Refseq
1213,Rv1193,1337215,1335794,1,Refseq
1214,Rv1194c,1338513,1337248,0,Refseq
1215,Rv1195,1339302,1339003,1,Refseq
1216,Rv1196,1340524,1339349,1,Refseq
1217,Rv1197,1340955,1340659,1,Refseq
1218,Rv1198,1341290,1341006,1,Refseq
1219,Rv1199c,1342605,1341358,0,Refseq
1220,Rv1200,1344219,1342942,1,Refseq
1221,Rv1201c,1345169,1344216,0,Refseq
1222,Rv1202,1346324,1345260,1,Refseq
1223,Rv1203c,1346905,1346321,0,Refseq
1224,Rv1204c,1348624,1346936,0,Refseq
1225,Rv1205,1349282,1348719,1,Refseq
1226,Rv1206,1351125,1349332,1,Refseq
1227,Rv1207,1352147,1351191,1,Refseq
1228,Rv1208,1353118,1352144,1,Refseq
1229,Rv1209,1353525,1353157,1,Refseq
1230,Rv1210,1354136,1353522,1,Refseq
1231,Rv1211,1354470,1354243,1,Refseq
1232,Rv1212c,1355661,1354498,0,Refseq
1233,Rv1213,1357050,1355836,1,Refseq
1234,Rv1214c,1357625,1357293,0,Refseq
1235,Rv1215c,1359444,1357759,0,Refseq
1236,Rv1216c,1360146,1359472,0,Refseq
1237,Rv1217c,1361801,1360155,0,Refseq
1238,Rv1218c,1362733,1361798,0,Refseq
1239,Rv1219c,1363361,1362723,0,Refseq
1240,Rv1220c,1364150,1363503,0,Refseq
1241,Rv1221,1365186,1364413,1,Refseq
1242,Rv1222,1365808,1365344,1,Refseq
1243,Rv1223,1367461,1365875,1,Refseq
1244,Rv1224,1367858,1367463,1,Refseq
1245,Rv1225c,1368721,1367891,0,Refseq
1246,Rv1226c,1370295,1368832,0,Refseq
1247,Rv1227c,1370825,1370292,0,Refseq
1248,Rv1228,1371477,1370920,1,Refseq
1249,Rv1229c,1372949,1371777,0,Refseq
1250,Rv1230c,1374197,1372962,0,Refseq
1251,Rv1231c,1374864,1374322,0,Refseq
1252,Rv1232c,1376168,1374861,0,Refseq
1253,Rv1233c,1376826,1376230,0,Refseq
1254,Rv1234,1377503,1376976,1,Refseq
1255,Rv1235,1378930,1377524,1,Refseq
1256,Rv1236,1379850,1378927,1,Refseq
1257,Rv1237,1380679,1379855,1,Refseq
1258,Rv1238,1381865,1380684,1,Refseq
1259,Rv1239c,1383042,1381942,0,Refseq
